"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-08",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-09",,,,,,,,,"0.29",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-10",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-11",,,,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-12",,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-13",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-14",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-15",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-16",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-17",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-20",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-21",,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-23",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-25",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-26",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-28",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-29",,,,,,,,,"0.35",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-04-30",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-01",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-02",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-03",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-04",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-05",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-06",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-07",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-08",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-10",,,"    2",",,N","1.26",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-11",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-12",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-13",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-14",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-15",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-16",,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-17",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-19",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-20",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-23",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-25",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-26",,,,,,,,,"0.60",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-28",,,,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-29",,,,,,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-30",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-05-31",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-06-01",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-06-02",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-06-03",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-06-04",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-06-05",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2021-06-06",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-01",,,,,,,,,"0.00",",,N","0.0",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-02",,,,,,,,,"0.55",",,N","0.5",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-03",,,,,,,,,"0.12",",,N","0.5",",,N","1.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-04",,,,,,,,,"0.00","T,,N","0.0","T,,N","1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-05",,,,,,,,,"0.00","T,,N","0.0","T,,N","1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-06",,,,,,,,,"0.00",",,N","0.0",",,N","0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-07",,,,,,,,,"0.00",",,N","0.0",",,N","0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-08",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-09",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-10",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-11",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-12",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-13",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-14",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-15",,,,,,,,,"0.18",",,N","0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-16",,,,,,,,,"0.23",",,N","2.4",",,N","2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-17",,,,,,,,,"0.06",",,N","0.6",",,N","0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-18",,,,,,,,,"0.06",",,N","0.7",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-19",,,,,,,,,"0.00","T,,N","0.0","T,,N","0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-20",,,,,,,,,"0.04",",,N","0.4",",,N","1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-21",,,,,,,,,"0.00",",,N","0.0",",,N","0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-22",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-23",,,,,,,,,"0.00",",,N","0.0",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-24",,,,,,,,,"0.02",",,N","0.1",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-25",,,,,,,,,"0.00","T,,N","0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-26",,,,,,,,,"0.42",",,N","2.1",",,N","2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-27",,,,,,,,,"0.10",",,N","0.9",",,N","2.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-28",,,,,,,,,"0.00",",,N","0.0",",,N","2.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-29",,,,,,,,,"0.00",",,N","0.0",",,N","2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-30",,,,,,,,,"0.00",",,N","0.0",",,N","2.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-01-31",,,,,,,,,"1.04",",,N","7.0",",,N","8.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-01",,,,,,,,,"0.24",",,N","2.0",",,N","9.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-02",,,,,,,,,"0.00",",,N","0.0",",,N","8.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-03",,,,,,,,,"0.00",",,N","0.0",",,N","8.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-04",,,,,,,,,"0.00",",,N","0.0",",,N","7.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-05",,,,,,,,,"0.50",",,N","1.5",",,N","8.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-06",,,,,,,,,"0.00",",,N","0.0",",,N","8.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-07",,,,,,,,,"0.08",",,N","0.8",",,N","9.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-08",,,,,,,,,"0.00","T,,N","0.1",",,N","9.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1ILCK0306","OAK FOREST 0.6 N, IL US","41.6155","-87.7507","199.3","2021-02-09",,,,,,,,,"0.08",",,N","2.0",",,N","11.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
